"corpus","user/isabelle.gribomont/react2"
"subcorpus","-"
Item,Frequency (focus),Frequency (reference),Relative frequency (focus),Relative frequency (reference),Score
"antagonismo",228,27361,7.57947,1.39646,1.061
"popu",186,1697,6.18326,0.08661,1.061
"lítico",213,18359,7.08083,0.93701,1.061
"civilizar",310,77921,10.30543,3.97696,1.061
"coincidencia",504,197146,16.75463,10.06202,1.061
"vo",216,20330,7.18055,1.03761,1.061
"agro",311,78706,10.33867,4.01703,1.061
"embate",250,41302,8.31083,2.10799,1.061
"ramona",210,16824,6.98110,0.85867,1.061
"expropiar",302,73371,10.03948,3.74474,1.061
"tepeyac",193,6461,6.41596,0.32976,1.061
"batallar",252,42762,8.37731,2.18250,1.061
"monopolizar",231,30320,7.67920,1.54748,1.060
"iniquidad",206,14974,6.84812,0.76425,1.060
"desgracia",746,346938,24.79951,17.70716,1.060
"rra",185,2322,6.15001,0.11851,1.060
"perdón",767,359944,25.49762,18.37097,1.060
"a",711363,436955790,23648.06055,22301.52539,1.060
"económico-social",195,8718,6.48245,0.44495,1.060
"claudicación",198,10575,6.58218,0.53973,1.060
"repre",184,2030,6.11677,0.10361,1.060
"acatar",355,107164,11.80138,5.46948,1.060
"cos",217,22435,7.21380,1.14505,1.060
"honestidad",394,131199,13.09786,6.69619,1.060
"vestidura",235,33573,7.81218,1.71351,1.060
"debilitamiento",249,42202,8.27758,2.15392,1.060
"indigno",253,44900,8.41056,2.29162,1.060
"hambriento",278,60448,9.24164,3.08517,1.060
"vendepatria",182,1543,6.05028,0.07875,1.060
"obreros",212,20094,7.04758,1.02557,1.060
"burocracia",398,134459,13.23084,6.86257,1.060
"derrumbe",305,77311,10.13921,3.94583,1.060
"masivamente",260,49731,8.64326,2.53819,1.060
"maoísta",197,11022,6.54893,0.56255,1.060
"proclama",237,35615,7.87866,1.81773,1.060
"homenaje",1190,621472,39.55954,31.71894,1.060
"cúbico",373,119292,12.39975,6.08847,1.059
"respetuosamente",214,21686,7.11407,1.10682,1.059
"originario",788,374845,26.19573,19.13149,1.059
"desestabilización",217,23837,7.21380,1.21660,1.059
"emulación",208,18327,6.91461,0.93538,1.059
"reparto",842,408304,27.99087,20.83918,1.059
"institucionalización",234,34535,7.77893,1.76261,1.059
"trascendencia",478,184642,15.89030,9.42383,1.059
"combates",180,1515,5.98380,0.07732,1.059
"angolanos",179,1048,5.95055,0.05349,1.059
"esclavista",210,20186,6.98110,1.03026,1.059
"baracoa",192,9198,6.38272,0.46945,1.059
"usulután",182,3243,6.05028,0.16552,1.059
"estudiantado",208,19338,6.91461,0.98698,1.059
"desviación",407,141786,13.53003,7.23653,1.059
"cuán",308,80948,10.23894,4.13146,1.059
"luchas",184,4670,6.11677,0.23835,1.059
"ganadero",676,307381,22.47248,15.68824,1.059
"caribeño",352,108054,11.70164,5.51490,1.059
"inerme",191,9232,6.34947,0.47119,1.059
"comandos",190,9020,6.31623,0.46037,1.058
"sudafricano",268,57049,8.90921,2.91169,1.058
"colectividad",329,94686,10.93705,4.83262,1.058
"incontable",257,50470,8.54353,2.57591,1.058
"jamaica",280,64637,9.30813,3.29897,1.058
"dividir",1969,1104309,65.45608,56.36217,1.058
"brutalmente",240,40137,7.97839,2.04853,1.058
"deslegitimar",205,18812,6.81488,0.96013,1.058
"resueltamente",185,6542,6.15001,0.33389,1.058
"chiapaneco",187,7786,6.21650,0.39739,1.058
"tros",181,4093,6.01704,0.20890,1.058
"férreo",327,93990,10.87056,4.79710,1.058
"olimpiada",268,57667,8.90921,2.94323,1.058
"sargento",319,89087,10.60462,4.54686,1.058
"granada",1065,548390,35.40413,27.98895,1.058
"núcleo",1220,643912,40.55684,32.86424,1.058
"rama",1214,640385,40.35738,32.68423,1.058
"servilismo",190,9922,6.31623,0.50640,1.058
"gn",203,17982,6.74839,0.91777,1.058
"intransigencia",202,17455,6.71515,0.89088,1.058
"manto",361,115658,12.00084,5.90300,1.058
"contrasubversiva",174,584,5.78434,0.02981,1.058
"julio",5536,3303166,184.03497,168.58832,1.058
"manipulación",672,307374,22.33950,15.68788,1.057
"aplauso",439,163922,14.59381,8.36632,1.057
"oaxaqueño",190,10630,6.31623,0.54254,1.057
"esclavizar",243,43325,8.07812,2.21124,1.057
"congruente",245,44661,8.14461,2.27943,1.057
"varadero",209,22584,6.94785,1.15265,1.057
"aterrorizar",250,48174,8.31083,2.45872,1.057
"hermanar",214,26024,7.11407,1.32822,1.057
"crítica",2315,1320587,76.95827,67.40065,1.057
"morelia",302,80314,10.03948,4.09910,1.057
"categóricamente",211,24242,7.01434,1.23727,1.057
"fratricida",187,9525,6.21650,0.48614,1.057
"engrosar",252,49586,8.37731,2.53079,1.057
"garrote",204,20116,6.78164,1.02669,1.057
"puntal",219,29387,7.28028,1.49987,1.057
"inalienable",208,22626,6.91461,1.15479,1.057
"inmoral",255,51597,8.47704,2.63343,1.057
"duramente",290,73338,9.64056,3.74305,1.057
"equitativo",373,124588,12.39975,6.35877,1.057
"sojuzgar",184,8223,6.11677,0.41969,1.057
"atrocidad",258,53867,8.57677,2.74929,1.057
"charco",280,67434,9.30813,3.44172,1.057
"capacidad",6699,4024052,222.69693,205.38120,1.057
"pemex",354,113134,11.76813,5.77418,1.057
"ilusión",1063,550279,35.33764,28.08536,1.057
"tzeltal",173,1721,5.75109,0.08784,1.057
"neocolonial",185,9155,6.15001,0.46726,1.057
"yunque",193,14142,6.41596,0.72179,1.057
"coveñas",175,3208,5.81758,0.16373,1.056
"manifiesto",1127,590277,37.46521,30.12679,1.056
"incremento",1891,1061484,62.86310,54.17645,1.056
"enfrascar",213,26939,7.08083,1.37492,1.056
"somocistas",171,1127,5.68461,0.05752,1.056
"belicista",183,8567,6.08353,0.43725,1.056
"cínicamente",179,6149,5.95055,0.31384,1.056
"señalamiento",295,77727,9.80678,3.96706,1.056
"voraz",218,30280,7.24704,1.54544,1.056
"briceño",205,22396,6.81488,1.14306,1.056
"concentración",1596,880332,53.05632,44.93074,1.056
"enajenar",244,46495,8.11137,2.37303,1.056
"desenfrenar",219,31084,7.28028,1.58648,1.056
"victimización",198,18159,6.58218,0.92681,1.056
"sumiso",279,68175,9.27488,3.47954,1.056
"excluyente",349,111375,11.60192,5.68440,1.056
"cabecilla",235,41076,7.81218,2.09645,1.056
"san",2994,1742863,99.53046,88.95294,1.056
"desvergonzar",186,10905,6.18326,0.55657,1.056
"proponer",4844,2884487,161.03061,147.21962,1.056
"pescador",527,221451,17.51922,11.30251,1.056
"desorganizar",205,22903,6.81488,1.16893,1.056
"intervencionismo",203,21684,6.74839,1.10672,1.056
"ilegitimidad",185,10622,6.15001,0.54213,1.056
"emancipador",197,18057,6.54893,0.92160,1.056
"praxis",293,77296,9.74029,3.94506,1.056
"sionista",262,58395,8.70975,2.98039,1.056
"eco",745,356535,24.76627,18.19698,1.056
"deficiencia",623,281260,20.71058,14.35506,1.056
"cgh",170,1892,5.65136,0.09656,1.055
"empujar",762,367214,25.33140,18.74202,1.055
"arremetida",193,16089,6.41596,0.82116,1.055
"entereza",202,21665,6.71515,1.10575,1.055
"confiscar",239,44502,7.94515,2.27131,1.055
"amanecer",538,229049,17.88490,11.69030,1.055
"cebar",223,34860,7.41326,1.77920,1.055
"arreciar",197,18897,6.54893,0.96447,1.055
"desertor",198,19576,6.58218,0.99913,1.055
"se",323876,199800282,10766.70996,10197.48730,1.055
"generalización",264,60382,8.77623,3.08180,1.055
"namibia",189,14211,6.28299,0.72531,1.055
"casanare",207,25421,6.88137,1.29745,1.055
"barricada",223,35302,7.41326,1.80176,1.055
"mesa",3773,2227032,125.42701,113.66416,1.055
"drenaje",396,142273,13.16435,7.26139,1.055
"veeduría",186,12641,6.18326,0.64518,1.055
"occidental",1340,725209,44.54604,37.01351,1.055
"dialéctica",252,53491,8.37731,2.73010,1.055
"gratitud",309,88724,10.27218,4.52833,1.055
"representativo",790,385720,26.26221,19.68653,1.055
"cafetalero",192,16505,6.38272,0.84239,1.055
"nor",182,10344,6.05028,0.52794,1.055
"cebú",176,6727,5.85082,0.34334,1.055
"afrenta",203,23462,6.74839,1.19746,1.055
"entreguismo",170,3100,5.65136,0.15822,1.055
"vano",524,221859,17.41949,11.32333,1.055
"antidrogas",200,21947,6.64866,1.12014,1.055
"influencia",1947,1100870,64.72472,56.18665,1.055
"excedente",353,116472,11.73489,5.94454,1.055
"indiscutiblemente",202,23266,6.71515,1.18746,1.055
"nacionalización",251,53594,8.34407,2.73535,1.055
"sinceridad",308,88940,10.23894,4.53936,1.055
"irresponsabilidad",251,53757,8.34407,2.74367,1.055
"ascenso",867,434347,28.82195,22.16838,1.054
"asustar",705,334526,23.43653,17.07367,1.054
"megaproyecto",199,22079,6.61542,1.12688,1.054
"sicológico",208,27678,6.91461,1.41264,1.054
"idealista",239,47029,7.94515,2.40029,1.054
"detrimento",327,101420,10.87056,5.17631,1.054
"tupacamarista",163,196,5.41866,0.01000,1.054
"esencialmente",456,181387,15.15895,9.25770,1.054
"soberbia",258,59087,8.57677,3.01571,1.054
"oficialidad",187,15331,6.21650,0.78247,1.054
"fracción",813,402240,27.02681,20.52969,1.054
"cooperativista",213,31457,7.08083,1.60552,1.054
"careta",204,25956,6.78164,1.32475,1.054
"psn",188,16110,6.24974,0.82223,1.054
"ultraderechista",190,17356,6.31623,0.88582,1.054
"subordinación",259,60033,8.61002,3.06399,1.054
"decoroso",181,11829,6.01704,0.60373,1.054
"radicalizar",217,34116,7.21380,1.74123,1.054
"fumigación",233,44168,7.74569,2.25426,1.054
"desposeer",189,16973,6.28299,0.86627,1.054
"quetzaltenango",173,7192,5.75109,0.36707,1.054
"reordenamiento",195,20829,6.48245,1.06308,1.054
"buldóceres",162,434,5.38542,0.02215,1.054
"consecuentemente",316,95751,10.50489,4.88698,1.054
"desestabilizar",244,51268,8.11137,2.61664,1.054
"sacudir",451,179290,14.99273,9.15068,1.054
"intransigente",204,26812,6.78164,1.36844,1.053
"paredón",185,15066,6.15001,0.76894,1.053
"tarra",164,2146,5.45190,0.10953,1.053
"colusión",188,17169,6.24974,0.87628,1.053
"antimperialista",167,4276,5.55163,0.21824,1.053
"indígenas",171,6825,5.68461,0.34834,1.053
"corazón",3369,1984784,111.99671,101.30021,1.053
"llamamiento",357,122029,11.86786,6.22817,1.053
"instante",1030,538335,34.24061,27.47576,1.053
"entusiasta",355,120849,11.80138,6.16794,1.053
"enteramente",298,85595,9.90651,4.36863,1.053
"capitulación",199,24362,6.61542,1.24340,1.053
"cualitativo",478,197017,15.89030,10.05543,1.053
"jruschov",164,2810,5.45190,0.14342,1.053
"ojalá",647,301622,21.50842,15.39431,1.053
"agramonte",176,10342,5.85082,0.52784,1.053
"insostenible",288,79741,9.57407,4.06985,1.053
"cayo",291,81603,9.67380,4.16489,1.053
"coordinadora",346,115713,11.50219,5.90581,1.053
"tzotzil",163,2579,5.41866,0.13163,1.053
"ser",471475,291600229,15673.38965,14882.81055,1.053
"conspiración",340,112166,11.30273,5.72477,1.053
"inclaudicable",164,3277,5.45190,0.16725,1.053
"aguerrir",211,32406,7.01434,1.65395,1.053
"vacilante",180,13249,5.98380,0.67621,1.053
"retroceder",444,176731,14.76003,9.02007,1.053
"jep",176,10922,5.85082,0.55744,1.053
"epidemia",387,141538,12.86516,7.22387,1.053
"anap",163,2992,5.41866,0.15271,1.053
"irracional",320,100396,10.63786,5.12405,1.052
"ajusticiamiento",165,4497,5.48515,0.22952,1.052
"pe",329,106116,10.93705,5.41599,1.052
"inte",169,7108,5.61812,0.36278,1.052
"constante",2211,1270974,73.50096,64.86848,1.052
"étnico",503,213909,16.72139,10.91757,1.052
"más",115682,71506813,3845.65259,3649.59351,1.052
"guarnición",263,65537,8.74299,3.34490,1.052
"pronunciamiento",500,212364,16.62165,10.83872,1.052
"organi",159,1279,5.28569,0.06528,1.052
"poesia",177,12551,5.88407,0.64058,1.052
"orquestar",230,45380,7.64596,2.31612,1.052
"republica",262,65219,8.70975,3.32867,1.052
"inherente",442,176695,14.69354,9.01823,1.052
"grotesco",240,51656,7.97839,2.63644,1.052
"intereses",198,25668,6.58218,1.31005,1.052
"frustrar",458,186701,15.22544,9.52892,1.052
"cabalmente",200,26975,6.64866,1.37676,1.052
"conformar",2622,1526612,87.16396,77.91584,1.052
"df",368,131055,12.23354,6.68884,1.052
"salino",374,134809,12.43300,6.88044,1.052
"humillante",207,31413,6.88137,1.60327,1.052
"conai",157,634,5.21920,0.03236,1.052
"eslabón",290,82998,9.64056,4.23609,1.052
"alfabetizadores",159,1943,5.28569,0.09917,1.052
"reflujo",217,38085,7.21380,1.94380,1.052
"sobreexplotación",181,15827,6.01704,0.80778,1.052
"desligar",222,41245,7.38001,2.10508,1.052
"feudalismo",179,14706,5.95055,0.75057,1.052
"sincero",651,307065,21.64140,15.67211,1.052
"tado",162,4220,5.38542,0.21538,1.052
"za",181,16024,6.01704,0.81784,1.052
"organo",185,18569,6.15001,0.94773,1.052
"desenlace",338,113517,11.23624,5.79373,1.051
"integridad",706,341693,23.46978,17.43947,1.051
"nortear",156,1027,5.18596,0.05242,1.051
"falaz",194,24610,6.44920,1.25606,1.051
"intervención",3187,1879024,105.94643,95.90238,1.051
"oído",667,317722,22.17329,16.21602,1.051
"antidemocracia",156,1258,5.18596,0.06421,1.051
"bur",157,1922,5.21920,0.09810,1.051
"ciénaga",203,30458,6.74839,1.55453,1.051
"lechero",245,56586,8.14461,2.88806,1.051
"aprehensión",259,65270,8.61002,3.33128,1.051
"locomotora",235,50422,7.81218,2.57346,1.051
"concertar",457,188068,15.19219,9.59869,1.051
"violador",236,51201,7.84542,2.61322,1.051
"peón",278,77362,9.24164,3.94843,1.051
"caudillo",271,73045,9.00894,3.72810,1.051
"appo",163,6124,5.41866,0.31256,1.051
"timoleón",156,1845,5.18596,0.09417,1.051
"madurar",356,125893,11.83462,6.42538,1.051
"inexorable",198,27979,6.58218,1.42800,1.051
"uni",204,31711,6.78164,1.61848,1.051
"enmascarar",258,65191,8.57677,3.32724,1.051
"amarrar",290,85049,9.64056,4.34077,1.051
"engendro",193,24958,6.41596,1.27382,1.051
"coloniaje",157,2664,5.21920,0.13597,1.051
"aglutinar",299,90751,9.93975,4.63179,1.051
"fundo",206,33110,6.84812,1.68988,1.051
"abnegación",173,12706,5.75109,0.64849,1.051
"generosidad",336,113826,11.16975,5.80950,1.051
"supuestamente",755,373760,25.09870,19.07611,1.051
"ses",192,24803,6.38272,1.26591,1.051
"monetario",773,385114,25.69708,19.65561,1.050
"aplaudir",477,201588,15.85706,10.28873,1.050
"carriles",169,10633,5.61812,0.54269,1.050
"chovinismo",157,3255,5.21920,0.16613,1.050
"descaro",196,27460,6.51569,1.40151,1.050
"teoría",2572,1500757,85.50179,76.59624,1.050
"estremecer",255,64076,8.47704,3.27034,1.050
"caquetá",190,23877,6.31623,1.21864,1.050
"torrente",278,78489,9.24164,4.00595,1.050
"zación",154,1613,5.11947,0.08232,1.050
"reorganizar",258,66112,8.57677,3.37425,1.050
"ignominia",171,12201,5.68461,0.62272,1.050
"restablecer",431,173502,14.32787,8.85527,1.050
"cni",191,24667,6.34947,1.25896,1.050
"arrastrar",834,423479,27.72492,21.61369,1.050
"comerciar",223,44556,7.41326,2.27407,1.050
"factor",3722,2214610,123.73160,113.03017,1.050
"improductivo",197,28495,6.54893,1.45434,1.050
"fertilizar",184,20491,6.11677,1.04583,1.050
"semifeudalidad",151,73,5.01974,0.00373,1.050
"descalificar",293,88162,9.74029,4.49965,1.050
"estrecho",1025,542294,34.07439,27.67782,1.050
"sivjrnr",151,250,5.01974,0.01276,1.050
"escatimar",212,38124,7.04758,1.94579,1.050
"júbilo",199,30097,6.61542,1.53610,1.050
"potrero",205,33860,6.81488,1.72816,1.050
"convenir",1263,690167,41.98630,35.22503,1.050
"ilegitimar",161,6617,5.35217,0.33772,1.050
"foxismo",152,1051,5.05298,0.05364,1.050
"izquierdista",234,52008,7.77893,2.65441,1.050
"ametrallamiento",153,1833,5.08623,0.09355,1.050
"tse-tung",153,2003,5.08623,0.10223,1.050
"inra",160,6401,5.31893,0.32670,1.050
"malanga",154,2715,5.11947,0.13857,1.050
"eludir",347,122468,11.53543,6.25057,1.050
"mentir",601,280075,19.97923,14.29458,1.050
"spíritus",175,15847,5.81758,0.80881,1.050
"territorial",1476,823170,49.06713,42.01328,1.050
"ho",240,56245,7.97839,2.87066,1.050
"sectario",228,48812,7.57947,2.49129,1.050
"prisioneros",159,5996,5.28569,0.30603,1.050
"m-16",152,1708,5.05298,0.08717,1.050
"decoro",184,21567,6.11677,1.10075,1.050
"anticonstitucional",166,10559,5.51839,0.53891,1.050
"droga",1661,938452,55.21714,47.89709,1.049
"hernandez",217,42341,7.21380,2.16102,1.049
"desmentir",393,151593,13.06462,7.73706,1.049
"munición",310,100178,10.30543,5.11293,1.049
"desmoralización",158,5835,5.25244,0.29781,1.049
"urabá",174,15830,5.78434,0.80794,1.049
"irrefutable",197,30111,6.54893,1.53682,1.049
"acusar",2005,1152371,66.65283,58.81518,1.049
"movi",155,4266,5.15271,0.21773,1.049
"odioso",218,43400,7.24704,2.21507,1.049
"parasitario",190,26107,6.31623,1.33246,1.049
"cosechar",473,201810,15.72409,10.30006,1.049
"cohesionar",192,27447,6.38272,1.40085,1.049
"ga",193,28073,6.41596,1.43280,1.049
"arrogancia",216,42361,7.18055,2.16204,1.049
"gua",158,6379,5.25244,0.32557,1.049
"minifundio",154,3908,5.11947,0.19946,1.049
"conveniencia",426,172786,14.16165,8.81872,1.049
"argelino",203,34550,6.74839,1.76338,1.049
"allanar",272,77395,9.04218,3.95012,1.049
"envenenar",274,78752,9.10867,4.01938,1.049
"peor",2768,1627464,92.01749,83.06316,1.049
"desnudar",282,83776,9.37461,4.27579,1.049
"difundir",1357,751378,45.11117,38.34913,1.049
"liberalismo",315,104352,10.47164,5.32596,1.049
"expropiación",348,124911,11.56867,6.37526,1.049
"caserío",242,59116,8.04488,3.01719,1.049
"antisubversivo",152,3454,5.05298,0.17629,1.049
"pobla",163,10321,5.41866,0.52677,1.049
"feudalidad",147,497,4.88677,0.02537,1.049
"detonar",234,54576,7.77893,2.78547,1.049
"vender",4735,2850510,157.40707,145.48549,1.049
"refrendación",157,6860,5.21920,0.35012,1.049
"sdr",152,3762,5.05298,0.19201,1.049
"faz",223,47875,7.41326,2.44346,1.049
"toñita",147,686,4.88677,0.03501,1.049
"postulado",303,97640,10.07272,4.98339,1.048
"penetración",415,167252,13.79597,8.53627,1.048
"atrincherar",180,21294,5.98380,1.08681,1.048
"abominable",178,20086,5.91731,1.02516,1.048
"dignamente",197,31957,6.54893,1.63103,1.048
"fragor",163,10834,5.41866,0.55295,1.048
"empecinar",179,20827,5.95055,1.06298,1.048
"disciplinar",316,105966,10.50489,5.40834,1.048
"lastre",235,55643,7.81218,2.83993,1.048
"indestructible",178,20336,5.91731,1.03792,1.048
"ingenuo",316,106101,10.50489,5.41523,1.048
"constitucional",2588,1517883,86.03368,77.47032,1.048
"ral",158,8017,5.25244,0.40917,1.048
"enfilar",185,24829,6.15001,1.26723,1.048
"conmover",331,115711,11.00354,5.90570,1.048
"simpatizar",194,30635,6.44920,1.56356,1.048
"amedrentar",204,36928,6.78164,1.88475,1.048
"alentador",248,64307,8.24434,3.28213,1.048
"sandinismo",153,5343,5.08623,0.27270,1.048
"inseminación",182,23419,6.05028,1.19527,1.048
"emigrar",378,145322,12.56597,7.41700,1.048
"banquero",304,99372,10.10597,5.07179,1.048
"cristiani",149,3168,4.95325,0.16169,1.048
"cobardía",198,33750,6.58218,1.72255,1.048
"desesperanza",201,35622,6.68191,1.81809,1.048
"eliécer",159,9538,5.28569,0.48680,1.048
"corinto",171,17050,5.68461,0.87020,1.048
"guajira",201,35800,6.68191,1.82717,1.048
"sendero",560,258992,18.61625,13.21854,1.048
"modestia",193,30881,6.41596,1.57612,1.048
"cons",177,21043,5.88407,1.07400,1.048
"desarro",146,1775,4.85352,0.09059,1.048
"iguala",203,37284,6.74839,1.90292,1.048
"plegar",266,76464,8.84272,3.90260,1.048
"escalamiento",158,9314,5.25244,0.47537,1.048
"extraditar",186,26730,6.18326,1.36426,1.048
"afortunadamente",511,228835,16.98733,11.67937,1.048
"proletarios",144,672,4.78704,0.03430,1.048
"fraternalmente",151,5036,5.01974,0.25703,1.048
"farianos",144,708,4.78704,0.03614,1.047
"reestructuración",384,149947,12.76543,7.65306,1.047
"asia",797,406766,26.49492,20.76069,1.047
"quintín",164,13213,5.45190,0.67437,1.047
"particularmente",987,525176,32.81115,26.80415,1.047
"incluyente",199,35180,6.61542,1.79553,1.047
"descrédito",185,26492,6.15001,1.35211,1.047
"michoacanos",155,8070,5.15271,0.41188,1.047
"cortador",202,37307,6.71515,1.90409,1.047
"cla",162,12478,5.38542,0.63686,1.047
"culminación",248,66051,8.24434,3.37114,1.047
"policiaco-militares",142,139,4.72055,0.00709,1.047
"hacendado",175,20706,5.81758,1.05680,1.047
"boicot",221,49390,7.34677,2.52079,1.047
"materialismo",225,51923,7.47974,2.65007,1.047
"coludir",156,9034,5.18596,0.46108,1.047
"irrebatible",150,5338,4.98650,0.27244,1.047
"impotente",207,40899,6.88137,2.08742,1.047
"indoblegable",143,1223,4.75379,0.06242,1.047
"naciente",247,66003,8.21110,3.36869,1.047
"sumamente",619,297504,20.57761,15.18413,1.047
"posibilidad",6718,4092414,223.32857,208.87027,1.047
"plantón",190,30645,6.31623,1.56407,1.047
"acciones",241,62379,8.01164,3.18372,1.047
"celac",177,22759,5.88407,1.16158,1.047
"humanizar",208,42077,6.91461,2.14754,1.047
"ecopetrol",197,35263,6.54893,1.79977,1.047
"antiterrorista",230,55861,7.64596,2.85106,1.047
"unánime",298,98190,9.90651,5.01146,1.047
"cacarear",163,14371,5.41866,0.73347,1.047
"dogmático",237,60467,7.87866,3.08614,1.046
"ropaje",178,23791,5.91731,1.21425,1.046
"atemorizar",196,35014,6.51569,1.78706,1.046
"conciente",186,28800,6.18326,1.46991,1.046
"importancia",4023,2417214,133.73784,123.37075,1.046
"respetuoso",487,216324,16.18949,11.04083,1.046
